id,index,mask_area_results,circle_area_results,curvature_results,decimalLatitude,decimalLongitude,genus,specificEpithet,pr_cat_id,count_gt_thresh,ind_max_iou,max_mask_iou
NSW:NSW:NSW 328914,7,4.631044,1.337481,1.019138,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 352968,0,5.246806,1.122657,1.08027,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 215325,3,0.5505939,0.12549,1.015842,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 215325,9,1.172731,0.3609203,1.014535,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 355692,0,12.39317,4.154063,1.052298,-31.4,148.92,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 215325,0,1.236792,0.2907897,1.007599,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 355830,20,2.690508,0.6735087,1.037201,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 200470,4,4.50362,1.289729,1.009877,-33.4,122.4,Eucalyptus,quadrans,0,0,-1,0
NSW:NSW:NSW 352968,9,7.799291,2.987842,1.106632,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 213316,0,17.6787,8.458781,1.018518,-15.77,126.35,Corymbia,latifolia,0,0,-1,0
NSW:NSW:NSW 500253,6,5.60409,0.8466683,1.165068,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 317087,4,5.713414,3.7511,1.0676,-34.78,150.05,Eucalyptus,cinerea,0,0,-1,0
NSW:NSW:NSW 939607,3,0.5210953,0.2876656,1.029288,-18.42,133.85,Eucalyptus,odontocarpa,0,0,-1,0
NSW:NSW:NSW 355737,8,2.397694,0.5949099,1.133986,-30.35,149.85,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 355692,5,5.819642,1.668015,1.073928,-31.4,148.92,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 355692,1,6.131664,1.250995,1.162998,-31.4,148.92,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 500253,2,5.248282,1.379573,1.07451,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 215325,12,1.071259,0.2285314,1.115523,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 301924,0,44.61592,13.67058,1.038055,-14.53,132.27,Corymbia,foelscheana,0,0,-1,0
NSW:NSW:NSW 344498,3,6.400247,1.341172,1.065685,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 370653,5,8.46007,1.847684,1.084023,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 355830,22,0.9098668,0.2076388,1.092779,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 256744,3,8.179638,3.209634,1.041164,-32.7169444,150.9694444,Eucalyptus,fergusonii,0,0,-1,0
NSW:NSW:NSW 352968,7,0.9781093,0.3102101,1.008184,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 370653,0,15.15963,2.345006,1.242589,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 344498,5,4.264535,1.010842,1.053273,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 304203,0,64.80601,47.77772,1.014815,-15.93,127.5,Eucalyptus,pantoleuca,0,0,-1,0
NSW:NSW:NSW 355715,2,3.115789,0.4661061,1.080263,-30.15,149.93,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 304967,1,37.59262,16.12511,1.026578,-13.65,131.65,Corymbia,ferruginea,0,0,-1,0
NSW:NSW:NSW 344498,4,3.859979,0.7997622,1.205996,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 370638,0,47.00187,21.72179,1.018286,-18.27,142.62,Corymbia,gilbertensis,0,0,-1,0
NSW:NSW:NSW 496208,0,24.09703,8.344254,1.160357,-32.9266667,151.4175,Eucalyptus,longifolia,0,0,-1,0
NSW:NSW:NSW 352968,6,0.9594754,0.2037799,2.16667,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 215325,5,0.7997439,0.1706483,1.029465,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 328914,8,5.706034,0.8388939,1.051415,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 500253,16,2.172037,0.623182,1.062186,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 255514,5,7.778689,1.712637,1.253054,-33.45,150.63,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 215325,13,0.8417062,0.1584193,1.05319,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 305040,0,41.47863,23.67609,1.020489,-17.98,125.18,Corymbia,cadophora,0,0,-1,0
NSW:NSW:NSW 355737,4,4.045848,0.737724,1.087024,-30.35,149.85,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 143464,1,4.514608,0.9396057,1.029222,-33.62,150.82,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 824696,0,8.732199,1.957602,1.145004,-18.397733,142.400417,Corymbia,grandifolia,0,0,-1,0
NSW:NSW:NSW 317087,0,17.75951,5.218975,1.081594,-34.78,150.05,Eucalyptus,cinerea,0,0,-1,0
NSW:NSW:NSW 303568,2,11.43716,3.675943,1.092308,-34.08,151.02,Corymbia,gummifera,0,0,-1,0
NSW:NSW:NSW 215325,20,0.9688846,0.2659079,1.037322,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 266486,2,10.03885,4.599612,1.061263,-34.27,117.67,Eucalyptus,marginata,0,0,-1,0
NSW:NSW:NSW 496208,1,13.34672,5.985745,1.077665,-32.9266667,151.4175,Eucalyptus,longifolia,0,0,-1,0
NSW:NSW:NSW 200471,6,1.711702,0.6826745,1.134539,-33.0,121.65,Eucalyptus,leptamba -- quadrans,0,0,-1,0
NSW:NSW:NSW 500253,12,3.966187,0.5615118,1.081402,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 370653,6,4.386507,1.086965,1.041548,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 311893,3,7.343507,6.39328,1.011438,-37.43,145.72,Eucalyptus,ovata,0,0,-1,0
NSW:NSW:NSW 323716,1,27.9738,11.29991,1.099729,-35.68,149.43,Eucalyptus,dalrympleana,0,0,-1,0
NSW:NSW:NSW 301774,0,11.21044,2.033147,1.126151,-13.08,132.92,Corymbia,kombolgiensis,0,0,-1,0
NSW:NSW:NSW 352968,1,4.94981,1.717448,1.010368,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 200471,3,3.506303,0.4370049,1.186768,-33.0,121.65,Eucalyptus,leptamba -- quadrans,0,0,-1,0
NSW:NSW:NSW 256744,0,18.7171,7.169499,1.030318,-32.7169444,150.9694444,Eucalyptus,fergusonii,0,0,-1,0
NSW:NSW:NSW 242006,1,13.1769,5.936815,1.021341,-20.85,117.68,Corymbia,hamersleyana,0,0,-1,0
NSW:NSW:NSW 355830,4,2.152378,0.5701825,1.044749,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 256744,6,6.159953,1.46511,1.038641,-32.7169444,150.9694444,Eucalyptus,fergusonii,0,0,-1,0
NSW:NSW:NSW 305040,1,39.73019,23.8253,1.035936,-17.98,125.18,Corymbia,cadophora,0,0,-1,0
NSW:NSW:NSW 305034,0,36.45812,14.80526,1.028748,-17.38,123.92,Corymbia,cadophora,0,0,-1,0
NSW:NSW:NSW 843037,1,14.91288,4.739085,1.022994,-27.5386,152.8583,Corymbia,intermedia,0,0,-1,0
NSW:NSW:NSW 215325,6,1.737223,0.6348361,1.153749,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 316385,8,7.936473,3.25954,1.025681,-37.07,143.58,Eucalyptus,nortonii,0,0,-1,0
NSW:NSW:NSW 303754,0,18.06866,6.273608,1.026829,-20.3,143.43,Eucalyptus,microneura,0,0,-1,0
NSW:NSW:NSW 370638,1,43.12967,20.15976,1.014857,-18.27,142.62,Corymbia,gilbertensis,0,0,-1,0
NSW:NSW:NSW 255514,4,5.546487,1.038191,1.089724,-33.45,150.63,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 370653,4,4.605174,1.025888,1.053357,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 215325,4,1.54826,0.5056877,1.067578,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 388620,0,13.78045,4.603079,1.284225,-14.75,132.0,Corymbia,ferruginea,0,0,-1,0
NSW:NSW:NSW 344498,1,4.596113,1.129141,1.144953,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 200470,9,2.437689,0.7173601,1.101842,-33.4,122.4,Eucalyptus,quadrans,0,0,-1,0
NSW:NSW:NSW 242006,0,9.730993,1.95554,1.052739,-20.85,117.68,Corymbia,hamersleyana,0,0,-1,0
NSW:NSW:NSW 255514,2,2.480512,0.7113862,1.048102,-33.45,150.63,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 215325,7,0.9572204,0.377596,1.023214,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 316385,10,3.01403,0.9269407,1.144651,-37.07,143.58,Eucalyptus,nortonii,0,0,-1,0
NSW:NSW:NSW 370653,12,4.745718,0.6664249,1.441794,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 316385,2,26.71786,9.099484,1.018946,-37.07,143.58,Eucalyptus,nortonii,0,0,-1,0
NSW:NSW:NSW 300848,1,8.463944,1.777907,1.143117,-13.47,132.28,Eucalyptus,tectifica,0,0,-1,0
NSW:NSW:NSW 200471,1,0.4174502,0.1358141,1.035381,-33.0,121.65,Eucalyptus,leptamba -- quadrans,0,0,-1,0
NSW:NSW:NSW 355692,9,5.955819,1.319065,1.080288,-31.4,148.92,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 213316,3,16.94593,10.96074,1.008773,-15.77,126.35,Corymbia,latifolia,0,0,-1,0
NSW:NSW:NSW 355795,6,17.44579,4.852328,1.1935,-24.08,149.38,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 302001,0,13.53935,3.39632,1.019951,-25.02,149.75,Corymbia,trachyphloia,0,0,-1,0
NSW:NSW:NSW 255514,1,7.693412,1.348536,1.431698,-33.45,150.63,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 355715,4,5.221838,0.6766273,1.212921,-30.15,149.93,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 143561,0,17.54595,5.236371,1.056324,-32.87,151.6,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 500253,4,2.794624,0.5414834,1.034348,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 302001,1,11.16017,2.374566,1.152007,-25.02,149.75,Corymbia,trachyphloia,0,0,-1,0
NSW:NSW:NSW 355737,5,5.246806,0.7833647,1.088828,-30.35,149.85,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 328914,5,1.811923,0.4792441,1.030224,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 328914,0,5.210133,1.075853,1.107765,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 500253,17,7.579558,0.748681,1.126731,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 308761,1,10.23593,4.8922,1.013127,-29.53,150.58,Eucalyptus,chloroclada,0,0,-1,0
NSW:NSW:NSW 256744,1,5.218455,2.633316,1.015962,-32.7169444,150.9694444,Eucalyptus,fergusonii,0,0,-1,0
NSW:NSW:NSW 355715,6,1.725908,0.299296,1.09233,-30.15,149.93,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 328914,1,5.520822,1.308667,1.083586,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 316385,0,13.5094,2.643033,1.127046,-37.07,143.58,Eucalyptus,nortonii,0,0,-1,0
NSW:NSW:NSW 370269,3,24.84919,13.78173,1.027488,-17.73,123.57,Corymbia,cadophora,0,0,-1,0
NSW:NSW:NSW 370653,2,5.480479,1.627625,1.018669,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 355830,0,3.382035,0.6803303,1.066444,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 355720,4,3.897862,1.041806,1.050364,-30.88,149.7,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 500253,10,3.912601,0.7584336,1.070645,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 355737,9,3.418094,0.916048,1.036473,-30.35,149.85,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 370638,5,21.07392,9.617071,1.047126,-18.27,142.62,Corymbia,gilbertensis,0,0,-1,0
NSW:NSW:NSW 370653,3,8.222707,1.890036,1.033377,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 355830,8,1.736485,0.357697,1.161376,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 303754,2,15.82125,6.11144,1.012211,-20.3,143.43,Eucalyptus,microneura,0,0,-1,0
NSW:NSW:NSW 304198,1,2.908437,2.037879,1.007246,-17.3,127.03,Eucalyptus,pantoleuca,0,0,-1,0
NSW:NSW:NSW 344498,6,4.193525,0.9009138,1.080433,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 344498,0,6.53663,1.484837,1.154636,-30.92,121.2,Eucalyptus,campaspe,0,0,-1,0
NSW:NSW:NSW 215325,14,0.4267774,0.1812989,1.091095,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 355720,5,15.32469,3.083237,1.113485,-30.88,149.7,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 255514,3,5.784998,0.7300049,1.197342,-33.45,150.63,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 215325,17,0.5852789,0.2405101,1.034622,-34.65,142.3333333,Eucalyptus,leptophylla,0,0,-1,0
NSW:NSW:NSW 355830,13,1.887177,0.3264726,1.059396,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 301924,1,26.41812,13.93972,1.140185,-14.53,132.27,Corymbia,foelscheana,0,0,-1,0
NSW:NSW:NSW 311893,0,13.53517,5.556551,1.091913,-37.43,145.72,Eucalyptus,ovata,0,0,-1,0
NSW:NSW:NSW 355720,10,8.71908,1.443251,1.125364,-30.88,149.7,Angophora,leiocarpa,0,0,-1,0
NSW:NSW:NSW 301924,2,29.82245,6.877468,1.370767,-14.53,132.27,Corymbia,foelscheana,0,0,-1,0
NSW:NSW:NSW 500253,1,6.272864,1.291867,1.159656,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 200470,3,3.44872,1.245229,1.025348,-33.4,122.4,Eucalyptus,quadrans,0,0,-1,0
NSW:NSW:NSW 143556,1,2.587252,0.5746605,1.02619,-33.7,151.1,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 843037,2,13.70597,3.944954,1.063912,-27.5386,152.8583,Corymbia,intermedia,0,0,-1,0
NSW:NSW:NSW 301590,0,94.77938,65.43787,1.019635,-11.75,130.83,Corymbia,foelscheana,0,0,-1,0
NSW:NSW:NSW 312421,1,12.32934,4.915896,1.131532,-17.7,141.05,Corymbia,grandifolia,0,0,-1,0
NSW:NSW:NSW 355830,19,0.8308415,0.2762711,1.005897,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
NSW:NSW:NSW 143556,4,6.322944,2.409067,1.078901,-33.7,151.1,Angophora,costata,0,0,-1,0
NSW:NSW:NSW 154311,2,24.50554,10.26293,1.022268,-30.15,116.08,Eucalyptus,drummondii subsp. drummondii x macrocarpa,0,0,-1,0
NSW:NSW:NSW 21480,0,11.51543,3.796923,1.148701,-18.15,142.87,Corymbia,grandifolia,0,0,-1,0
NSW:NSW:NSW 200470,2,4.614645,1.087569,1.053152,-33.4,122.4,Eucalyptus,quadrans,0,0,-1,0
NSW:NSW:NSW 352968,11,1.969256,0.7207651,1.146788,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 316385,9,15.02038,13.07037,1.016621,-37.07,143.58,Eucalyptus,nortonii,0,0,-1,0
NSW:NSW:NSW 500253,8,5.563071,0.8651759,1.146986,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 213316,2,10.8131,4.995843,1.239805,-15.77,126.35,Corymbia,latifolia,0,0,-1,0
NSW:NSW:NSW 301503,0,12.28411,3.117163,1.183068,-12.87,131.58,Corymbia,arafurica -- bella,0,0,-1,0
NSW:NSW:NSW 928487,1,55.35192,33.63386,1.026194,-17.38,124.0,Corymbia,cadophora,0,0,-1,0
NSW:NSW:NSW 500253,11,3.854752,0.5662323,1.024401,-27.7383333,152.1069444,Eucalyptus,bakeri,0,0,-1,0
NSW:NSW:NSW 328914,9,2.492176,0.4945153,1.42398,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 300848,2,20.46459,6.477833,1.043337,-13.47,132.28,Eucalyptus,tectifica,0,0,-1,0
NSW:NSW:NSW 317087,1,5.493701,1.794829,1.215341,-34.78,150.05,Eucalyptus,cinerea,0,0,-1,0
NSW:NSW:NSW 154311,0,12.40356,7.864575,1.036282,-30.15,116.08,Eucalyptus,drummondii subsp. drummondii x macrocarpa,0,0,-1,0
NSW:NSW:NSW 355795,4,10.17353,3.050187,1.02579,-24.08,149.38,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 303754,8,17.8594,6.656415,1.014768,-20.3,143.43,Eucalyptus,microneura,0,0,-1,0
NSW:NSW:NSW 308761,2,15.66539,8.197585,1.026681,-29.53,150.58,Eucalyptus,chloroclada,0,0,-1,0
NSW:NSW:NSW 370653,8,0.7673753,0.1423922,1.095114,-29.58,152.33,Eucalyptus,acaciiformis,0,0,-1,0
NSW:NSW:NSW 154311,3,6.16313,3.492931,1.018997,-30.15,116.08,Eucalyptus,drummondii subsp. drummondii x macrocarpa,0,0,-1,0
NSW:NSW:NSW 355692,6,5.666778,1.446709,1.047188,-31.4,148.92,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 328914,4,3.612551,1.445659,1.090242,-33.87,147.77,Eucalyptus,melliodora,0,0,-1,0
NSW:NSW:NSW 355795,2,19.03014,8.463461,1.023101,-24.08,149.38,Angophora,floribunda,0,0,-1,0
NSW:NSW:NSW 311893,4,5.974207,4.963176,1.020434,-37.43,145.72,Eucalyptus,ovata,0,0,-1,0
NSW:NSW:NSW 352968,3,2.913665,0.9089129,1.059138,-33.82,119.8,Eucalyptus,leptocalyx,0,0,-1,0
NSW:NSW:NSW 355830,12,3.770889,0.9252552,1.04196,-29.18,147.87,Angophora,melanoxylon,0,0,-1,0
