"","Species","Latitude","Longitude","Altitude..m.a.s.l..","Sampling.Date..mm.dd.yy.","Exposition","Maturity","Plant.Growth.Form","Comments..Methods","Reference","measurement"
"1","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.2673
"2","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",47.8495
"3","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.4462
"4","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.4826
"5","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",76.0734
"6","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",11.4158
"7","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.3716
"8","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",77.9052
"9","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",61.9984
"10","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.3743
"11","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",66.9487
"12","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",16.6992
"13","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",37.2348
"14","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.6338
"15","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.3844
"16","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.3045
"17","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",7.1992
"18","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.9638
"19","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.3718
"20","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",22.2118
"21","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.8151
"22","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.0171
"23","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",57.019
"24","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",64.2307
"25","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",57.0753
"26","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",69.8967
"27","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.3236
"28","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.1859
"29","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",49.8645
"30","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",46.4879
"31","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.5507
"32","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",61.6245
"33","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",0.3016
"34","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",36.3844
"35","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",52.9575
"36","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",38.13
"37","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",73.2497
"38","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.2816
"39","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",62.2815
"40","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",66.529
"41","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.9353
"42","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.1061
"43","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.5146
"44","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",62.418
"45","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",36.7872
"46","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",33.4763
"47","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",17.5009
"48","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",59.2811
"49","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",61.1573
"50","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",57.5789
"51","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.3151
"52","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",50.3096
"53","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.4515
"54","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.3743
"55","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",31.6513
"56","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.9063
"57","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",60.1909
"58","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",9.4623
"59","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",31.5618
"60","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",17.9691
"61","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",47.3373
"62","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.693
"63","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",40.7946
"64","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",25.7505
"65","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",38.4679
