"","Species","Latitude","Longitude","Altitude..m.a.s.l..","Sampling.Date..mm.dd.yy.","Exposition","Maturity","Plant.Growth.Form","Comments..Methods","Reference","measurement"
"3130","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.8238
"3131","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",7.386
"3132","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",77.0926
"3133","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.2902
"3134","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.4278
"3135","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",18.0685
"3136","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.3475
"3137","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",58.4652
"3138","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.727
"3139","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",90
"3140","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.1572
"3141","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.1697
"3142","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.0169
"3143","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.2364
"3144","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.1699
"3145","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",34.242
"3146","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",31.8908
"3147","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",35.5377
"3148","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",77.1957
"3149","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.3141
"3150","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",61.3895
"3151","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.4926
"3152","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.5679
"3153","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.5634
"3154","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",3.9182
"3155","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",13.3392
"3156","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",7.125
"3157","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.3057
"3158","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.0091
"3159","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",5.1944
"3160","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",28.6105
"3161","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.8753
"3162","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.0513
"3163","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.9047
"3164","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",71.7675
"3165","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.1792
"3166","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",45
"3167","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",0.8882
"3168","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.5297
"3169","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.9047
"3170","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.0317
"3171","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.5029
"3172","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.1317
"3173","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",76.7989
"3174","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.7527
"3175","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",71.9958
"3176","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.8019
"3177","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.0125
"3178","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",11.3921
"3179","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",53.2971
"3180","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.649
"3181","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.7021
"3182","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",50.0006
"3183","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",76.185
"3184","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.4349
"3185","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",52.0735
"3186","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.0091
"3187","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",45.2795
"3188","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",59.8399
"3189","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",33.4078
"3190","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",47.7263
"3191","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",73.369
"3192","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",69.8424
"3193","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.7537
"3194","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.1148
"3195","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",26.5651
"3196","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.5412
"3197","Eucalyptus laevopinea",-34.071,150.766,106,"02/24/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",44.1575
"3198","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",70.887
"3199","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",66.8014
"3200","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.0928
"3201","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.4831
"3202","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.8187
"3203","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.4349
"3204","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.5788
"3205","Eucalyptus langleyi",-35.276,149.108,624,"02/22/19","botanical garden","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",72.951
