ID,Site number,Site name,Reference,Genus species,Family,Order,Name_orig,TaxonGroup,woody_non-woody,Growth form,DecidEver (woody only),Compound_Simple,Leaf size (cm2),Whole leaf size (cm2),Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
6859,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Atriplex stipitata,Amaranthaceae,Caryophyllales,Atriplex stipitata,angio,woody,Shrub,E,S,1,1,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6860,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Amyema miquelii,Loranthaceae,Santalales,Amyema miquelii,angio,woody,Shrub,E,S,12.47,12.47,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6861,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Santalum acuminatum,Santalaceae,Santalales,Santalum acuminatum,angio,woody,Tree,E,S,2.8,2.8,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6862,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Aristida calycina,Poaceae,Poales,Aristida armata,angio,non-woody,Grass,,S,1,1,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6863,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Aristida behriana,Poaceae,Poales,Aristida behriana,angio,non-woody,Grass,,S,1,1,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6864,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Eragrostis lacunaria,Poaceae,Poales,Eragrostis lacunaria,angio,non-woody,Grass,,S,0.9,0.9,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6865,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Panicum prolutum,Poaceae,Poales,Homopholis proluta,angio,non-woody,Grass,,S,2.55,2.55,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6866,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Themeda triandra,Poaceae,Poales,Themeda australis,angio,non-woody,Grass,,S,7,7,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6867,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Dianella longifolia,Xanthorrhoeaceae,Asparagales,Dianella laevis,angio,non-woody,Herb,,S,21.33,21.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6868,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Dianella revoluta,Xanthorrhoeaceae,Asparagales,Dianella revoluta,angio,non-woody,Herb,,S,21.33,21.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6870,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Acacia brachystachya,Fabaceae,Fabales,Acacia brachystachya,angio,woody,Tree,E,S,1.53,1.53,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6871,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Acacia homalophylla,Fabaceae,Fabales,Acacia homalophylla,angio,woody,Tree,E,S,2.6,2.6,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6872,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Acacia stenophylla,Fabaceae,Fabales,Acacia stenophylla,angio,woody,Tree,E,S,8.25,8.25,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6873,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Atalaya hemiglauca,Sapindaceae,Sapindales,Atalaya hemiglauca,angio,woody,Tree,E,C,11.71,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6874,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Eucalyptus intertexta,Myrtaceae,Myrtales,Eucalyptus intertexta,angio,woody,Tree,E,S,6.67,6.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6875,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Eucalyptus bicolor,Myrtaceae,Myrtales,Eucalyptus largiflorens,angio,woody,Tree,E,S,12.6,12.6,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6876,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Corymbia terminalis,Myrtaceae,Myrtales,Eucalyptus terminalis,angio,woody,Tree,E,S,13.42,13.42,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6877,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Hakea ivoryi,Proteaceae,Proteales,Hakea ivoryi,angio,woody,Tree,E,S,1.4,1.4,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6878,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Pittosporum phillyraeoides,Pittosporaceae,Apiales,Pittosporum phylliraeoides,angio,woody,Tree,E,S,2.82,2.82,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6879,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Dodonaea viscosa subsp. angustissima,Sapindaceae,Sapindales,Dodonaea viscosa subsp angustissima,angio,woody,Shrub,E,S,0.83,0.83,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6880,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Hakea leucoptera,Proteaceae,Proteales,Hakea leucoptera,angio,woody,Shrub,E,S,0.8,0.8,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6882,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Dysphania littoralis,Amaranthaceae,Caryophyllales,Dysphania littoralis,angio,non-woody,Herb,,S,0.14,0.14,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6884,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Gnephosis arachnoidea,Asteraceae,Asterales,Gnephosis foliata,angio,non-woody,Herb,,S,0.17,0.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6886,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Hypochaeris glabra,Asteraceae,Asterales,Hypochaeris glabra,angio,non-woody,Herb,,S,20,20,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6887,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Hypochaeris albiflora,Asteraceae,Asterales,Hypochaeris microcephala var albiflora,angio,non-woody,Herb,,S,0.53,0.53,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6889,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Trachymene cyanopetala,Araliaceae,Apiales,Trachymene cyanopetala,angio,non-woody,Herb,,S,2.33,2.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6890,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Trigonella suavissima,Fabaceae,Fabales,Trigonella suavissima,angio,non-woody,Herb,,C,0.16,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6891,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Velleia glabrata,Goodeniaceae,Asterales,Velleia glabrata,angio,non-woody,Herb,,S,20,20,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6892,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Xanthium strumarium,Asteraceae,Asterales,Xanthium occidentale,angio,non-woody,Herb,,S,35,35,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6893,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Agrostis avenacea,Poaceae,Poales,Agrostis avenacea var avenacea,angio,non-woody,Grass,,S,3.2,3.2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6894,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Hordeum murinum subsp. leporinum,Poaceae,Poales,Hordeum leporinum,angio,non-woody,Grass,,S,5.33,5.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6895,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Schismus barbatus,Poaceae,Poales,Schismus barbatus,angio,non-woody,Grass,,S,0.67,0.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6896,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sisymbrium orientale,Brassicaceae,Brassicales,Sisymbrium orientale,angio,non-woody,Herb,,S,1.67,1.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6897,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Stenopetalum nutans,Brassicaceae,Brassicales,Stenopetalum nutans,angio,non-woody,Herb,,S,3.2,3.2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6898,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Swainsona microphylla,Fabaceae,Fabales,Swainsona microphylla,angio,non-woody,Herb,,C,0.08,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6900,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sporobolus carolii,Poaceae,Poales,Sporobolus caroli,angio,non-woody,Grass,,S,4,4,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6902,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Glycine clandestina,Fabaceae,Fabales,Glycine clandestina,angio,non-woody,Vine,,C,0.93,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6903,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Helichrysum bracteatum,Asteraceae,Asterales,Helichrysum bracteatum,angio,non-woody,Herb,,S,2,2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6904,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Morgania floribunda,Plantaginaceae,Lamiales,Morgania floribunda,angio,non-woody,Herb,,S,1.17,1.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6905,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Salvia verbenaca,Lamiaceae,Lamiales,Salvia verbenaca,angio,non-woody,Herb,,S,133.33,133.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6906,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Verbena officinalis,Verbenaceae,Lamiales,Verbena officinalis,angio,non-woody,Herb,,S,2,2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6907,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Wahlenbergia capillaris,Campanulaceae,Asterales,Wahlenbergia communis,angio,non-woody,Herb,,S,1,1,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6908,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Wahlenbergia fluminalis,Campanulaceae,Asterales,Wahlenbergia fluminalis,angio,non-woody,Herb,,S,0.07,0.07,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6909,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Wahlenbergia gracilis,Campanulaceae,Asterales,Wahlenbergia gracilis,angio,non-woody,Herb,,S,0.15,0.15,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6910,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Wahlenbergia queenslandica,Campanulaceae,Asterales,Wahlenbergia queenslandica,angio,non-woody,Herb,,S,0.32,0.32,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6911,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Aristida jerichoensis,Poaceae,Poales,Aristida jerichoensis,angio,non-woody,Grass,,S,1.75,1.75,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6912,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Chloris ventricosa,Poaceae,Poales,Chloris ventricosa,angio,non-woody,Grass,,S,1.17,1.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6913,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Monachather paradoxus,Poaceae,Poales,Monachather paradoxa,angio,non-woody,Grass,,S,5.2,5.2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6914,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Boerhavia glabrata,Nyctaginaceae,Caryophyllales,Boerhavia dominii,angio,non-woody,Herb,,S,2,2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6915,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Haloragis glauca,Haloragaceae,Saxifragales,Haloragis glauca,angio,non-woody,Herb,,S,1.52,1.52,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6916,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Psoralea australasica,Fabaceae,Fabales,Psoralea australasica,angio,non-woody,Herb,,C,3,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6917,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Teucrium racemosum,Lamiaceae,Lamiales,Teucrium racemosum,angio,non-woody,Herb,,S,1.17,1.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6919,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Marsilea drummondii,Marsileaceae,Salvinales,Marsilea drummondii,Ferns,non-woody,Fern,,C,0.67,,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6921,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Chenopodium desertorum subsp. anidiophyllum,Amaranthaceae,Caryophyllales,Chenopodium anidiophyllum,angio,woody,Shrub,E,S,2,2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6922,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Stipa variabilis,Poaceae,Poales,Stipa variabilis,angio,non-woody,Grass,,S,11,11,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6923,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Leiocarpa websteri,Asteraceae,Asterales,Ixiolaena leptolepis,angio,non-woody,Herb,,S,0.9,0.9,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6924,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Eragrostis eriopoda,Poaceae,Poales,Eragrostis eriopoda,angio,non-woody,Grass,,S,0.33,0.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6925,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Eriachne helmsii,Poaceae,Poales,Eriachne helmsii,angio,non-woody,Grass,,S,2,2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6926,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Acacia cambagei,Fabaceae,Fabales,Acacia cambagei,angio,woody,Tree,E,S,3.97,3.97,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6927,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Acacia excelsa,Fabaceae,Fabales,Acacia excelsa,angio,woody,Tree,E,S,1.67,1.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6928,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Haloragis heterophylla,Haloragaceae,Saxifragales,Haloragis heterophylla,angio,non-woody,Herb,,S,1.67,1.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6929,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Enchylaena tomentosa,Amaranthaceae,Caryophyllales,Enchylaena tomentosa,angio,woody,Shrub,E,S,0.2,0.2,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6930,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sclerolaena calcarata,Amaranthaceae,Caryophyllales,Sclerolaena calcarata,angio,woody,Shrub,E,S,0.07,0.07,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6931,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sclerolaena obliquicuspis,Amaranthaceae,Caryophyllales,Sclerolaena obliquicuspis,angio,woody,Shrub,E,S,0.05,0.05,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6932,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sclerolaena decurrens,Amaranthaceae,Caryophyllales,Sclerolaena decurrens,angio,woody,Shrub,E,S,0.17,0.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6933,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Sclerolaena diacantha,Amaranthaceae,Caryophyllales,Sclerolaena diacantha,angio,woody,Shrub,E,S,0.17,0.17,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6935,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Brachyscome curvicarpa,Asteraceae,Asterales,Brachyscome curvicarpa,angio,non-woody,Herb,,S,0.04,0.04,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6938,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Calotis inermis,Asteraceae,Asterales,Calotis inermis,angio,non-woody,Herb,,S,2.5,2.5,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6939,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Centaurea melitensis,Asteraceae,Asterales,Centaurea melitensis,angio,non-woody,Herb,,S,1.67,1.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6940,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Dysphania melanocarpa,Amaranthaceae,Caryophyllales,Chenopodium melanocarpum,angio,non-woody,Herb,,S,1.33,1.33,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6941,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Chthonocephalus pseudevax,Asteraceae,Asterales,Chthonocephalus pseudevax,angio,non-woody,Herb,,S,0.1,0.1,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6942,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Pycnosorus eremaeus,Asteraceae,Asterales,Craspedia chrysantha,angio,non-woody,Herb,,S,0.15,0.15,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6944,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Erodium malacoides,Geraniaceae,Geraniales,Erodium malacoides,angio,non-woody,Herb,,S,8,8,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6946,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Gamochaeta luteo-album,Asteraceae,Asterales,Gnaphalium luteo-album,angio,non-woody,Herb,,S,0.67,0.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6948,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Harmsiodoxa puberula,Brassicaceae,Brassicales,Harmsiodoxa puberula,angio,non-woody,Herb,,S,6.67,6.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6949,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Triptilodiscus pygmaeus,Asteraceae,Asterales,Helipterum australe,angio,non-woody,Herb,,S,0.67,0.67,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6950,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Rhodanthe corymbiflora,Asteraceae,Asterales,Helipterum corymbiflorum,angio,non-woody,Herb,,S,0.5,0.5,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6952,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Leucochrysum molle,Asteraceae,Asterales,Helipterum molle,angio,non-woody,Herb,,S,3.27,3.27,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
6953,222,MQ_LakeMere,Fonseca et al 2000 J Ecol + Leishman,Rhodanthe moschata,Asteraceae,Asterales,Helipterum moschatum,angio,non-woody,Herb,,S,0.41,0.41,Australia,-30.271,144.907,100,19.90,19.93,11.34,11.34,28.04,269.00,399.00,116.59,0.15,0.22,1829.52,1829.52,250.17,250.17,42.30,42.30
