Woody,Growth,Compound,MAR,Whole_MAR,Latitude,Longitude,MAT,MAP,Site number,Name_orig
woody,Tree,S,31.75,31.75,9.167,-79.85,25.8,2640,152,Actinodaphne lancifolia
woody,Tree,S,31.79,,9.167,-79.85,25.8,2640,152,Cinnamomum japonicum
woody,Tree,S,31.79,31.79,9.167,-79.85,25.8,2640,152,Machilus japonicus
woody,Tree,S,31.93,31.93,9.167,-79.85,25.8,2640,152,Machilus thunbergii
woody,Tree,S,32,32,9.167,-79.85,25.8,2640,152,Neolitsea aciculata
woody,Shrub,S,32,32,9.167,-79.85,25.8,2640,152,Cudrania cochinchinensis
woody,Shrub,S,32.04,,9.167,-79.85,25.8,2640,152,Maesa japonica
woody,Shrub,S,32.33,32.33,9.167,-79.85,25.8,2640,152,Ligustrum japonicum
woody,Shrub,S,32.33,,9.167,-79.85,25.8,2640,152,Prunus spinulosa
woody,Shrub,S,32.33,,9.167,-79.85,25.8,2640,152,Damnacanthus indicus
woody,Shrub,S,32.33,32.33,9.167,-79.85,25.8,2640,152,Damnacanthus macrophyllus
woody,Shrub,S,32.33,32.33,9.167,-79.85,25.8,2640,152,Damnacanthus major
woody,Shrub,S,32.66,32.66,9.167,-79.85,25.8,2640,152,Lasianthus japonicus
woody,Shrub,S,32.66,32.66,9.167,-79.85,25.8,2640,152,Lasianthus satsumensis
woody,Shrub,S,32.66,32.66,9.167,-79.85,25.8,2640,152,Symplocos glauca
woody,Shrub,S,32.79,32.79,9.167,-79.85,25.8,2640,152,Symplocos lancifolia
woody,Shrub,S,32.98,32.98,9.167,-79.85,25.8,2640,152,Symplocos lucidia
woody,Shrub,S,32.98,32.98,9.167,-79.85,25.8,2640,152,Symplocos prunifolia
woody,Shrub,S,32.98,32.98,9.167,-79.85,25.8,2640,152,Camellia japonica
woody,Shrub,S,33.13,33.13,9.167,-79.85,25.8,2640,152,Camellia sasanqua
woody,Shrub,S,33.46,33.46,9.167,-79.85,25.8,2640,152,Cleyera japonica
woody,Shrub,S,33.66,33.66,9.167,-79.85,25.8,2640,152,Eurya japonica
woody,Tree,S,33.83,,9.167,-79.85,25.8,2640,153,Chamaecyparis obtusa
woody,Tree,S,33.94,33.94,9.167,-79.85,25.8,2640,153,Pinus densiflora
woody,Tree,S,33.94,,9.167,-79.85,25.8,2640,153,Cryptomeria japonica
woody,Tree,S,34.15,34.15,9.167,-79.85,25.8,2640,153,Cinnamomum camphora
woody,Tree,S,34.15,34.15,9.167,-79.85,25.8,2640,154,Cephalotaxus harringtonia
woody,Tree,S,34.38,34.38,9.167,-79.85,25.8,2640,154,podocarpus macrophyllus
woody,Shrub,S,34.64,34.64,9.167,-79.85,25.8,2640,154,Pieris japonica
woody,Tree,S,34.64,,9.167,-79.85,25.8,2640,154,Quercus acuta
woody,Tree,S,35.59,35.59,9.167,-79.85,25.8,2640,154,Actinodaphne longifolia
woody,Tree,S,35.62,35.62,9.167,-79.85,25.8,2640,154,Neolitsea sericea
woody,Shrub,S,35.77,35.77,9.167,-79.85,25.8,2640,154,Skimmia japonica
woody,Shrub,S,35.77,35.77,9.167,-79.85,25.8,2640,155,Nandina domestica
woody,Tree,S,35.82,,9.167,-79.85,25.8,2640,155,Michelia compressa
woody,Tree,S,36,36,9.167,-79.85,25.8,2640,155,Myrica rubra
woody,Shrub,S,36.14,36.14,9.167,-79.85,25.8,2640,155,Osmanthus heterophyllus
woody,Shrub,S,36.66,36.66,9.167,-79.85,25.8,2640,155,Helicia cochinchinensis
woody,Tree,S,36.66,,9.167,-79.85,25.8,2640,155,Eriobotrya japonica
woody,Shrub,S,36.66,36.66,9.167,-79.85,25.8,2640,155,Gardenia jasminioides
woody,Shrub,S,36.75,36.75,9.167,-79.85,25.8,2640,155,Citrus tachibana
woody,Shrub,S,36.87,36.87,9.167,-79.85,25.8,2640,155,Meliosma rigida
woody,Shrub,S,37.33,,9.167,-79.85,25.8,2640,156,Ilex crenata
woody,Tree,S,37.41,37.41,9.167,-79.85,25.8,2640,156,Trochodendron araliodes
woody,Tree,C,37.66,37.66,9.167,-79.85,25.8,2640,157,Turpinia ternata
woody,Shrub,S,38.29,38.29,9.167,-79.85,25.8,2640,21,Ambrosia eriocentra
woody,Shrub,S,38.29,38.29,9.167,-79.85,25.8,2640,21,Baccharis sergiloides
woody,Shrub,S,38.48,38.48,9.167,-79.85,25.8,2640,21,Bebbia juncea
non-woody,Herb,S,38.98,38.98,9.167,-79.85,25.8,2640,21,Brickelia californica
woody,Tree,S,38.98,38.98,9.167,-79.85,25.8,2640,21,Chilopsis linearis
woody,Shrub,S,39.05,39.05,9.167,-79.85,25.8,2640,21,Hymenoclea monogyra
woody,Shrub,S,39.39,39.39,9.167,-79.85,25.8,2640,21,Hymenoclea salsola
non-woody,Herb,S,39.49,39.49,9.167,-79.85,25.8,2640,21,Menodora scabra
woody,Shrub,S,39.55,39.55,9.167,-79.85,25.8,2640,21,Stillingia linearifolia
non-woody,Herb,S,39.59,,9.167,-79.85,25.8,2640,21,Stephanomeria pauciflora
woody,Shrub,S,39.91,,9.167,-79.85,25.8,2640,20,Ambrosia dumosa
non-woody,Herb,S,40,40,9.167,-79.85,25.8,2640,20,Encelia virginensis
woody,Shrub,S,40,40,9.167,-79.85,25.8,2640,20,Hymenoclea salsola
woody,Shrub,S,40.33,40.33,9.167,-79.85,25.8,2640,20,Gutierrezia microcephalum
woody,Shrub,C,40.53,,9.167,-79.85,25.8,2640,20,Prunus fasciculata
woody,Shrub,S,40.82,,9.167,-79.85,25.8,2640,20,Salvia dorrii
woody,Shrub,S,40.98,40.98,9.167,-79.85,25.8,2640,20,Senecio douglasii
woody,Shrub,S,41.31,41.31,9.167,-79.85,25.8,2640,19,Amelanchier utahensis
non-woody,Herb,S,41.95,41.95,9.167,-79.85,25.8,2640,19,Arenaria macrodenia
woody,Shrub,S,42.25,42.25,9.167,-79.85,25.8,2640,19,Artemisia tridentata
woody,Shrub,S,42.29,42.29,9.167,-79.85,25.8,2640,19,Chrysothamnus nauseosus
woody,Tree,S,42.33,,9.167,-79.85,25.8,2640,19,Fraxinus anamola
woody,Tree,C,42.58,42.58,9.167,-79.85,25.8,2640,19,Fraxinus velutina
woody,Tree,S,43.2,43.2,9.167,-79.85,25.8,2640,19,Quercus gambellii
woody,Tree,S,43.95,,9.167,-79.85,25.8,2640,19,Quercus turbinella
woody,Shrub,C,44.22,44.22,9.167,-79.85,25.8,2640,19,Rhus trilobata
woody,Shrub,S,44.62,44.62,9.167,-79.85,25.8,2640,19,Ribes velutinum
woody,Shrub,S,44.9,44.9,9.167,-79.85,25.8,2640,19,Rosa woodsii
woody,Shrub,S,44.9,44.9,9.167,-79.85,25.8,2640,19,Salix sp
woody,Tree,S,45,45,9.167,-79.85,25.8,2640,22,Acer grandidentatum
woody,Tree,C,45.25,45.25,9.167,-79.85,25.8,2640,22,Acer negundo
woody,Tree,S,45.48,45.48,9.167,-79.85,25.8,2640,22,Betula occidentalis
woody,Shrub,S,45.6,45.6,9.167,-79.85,25.8,2640,22,Ceanothus velutinus
woody,Shrub,S,45.6,45.6,9.167,-79.85,25.8,2640,22,Cornus sericea
woody,Shrub,S,46.18,46.18,9.167,-79.85,25.8,2640,22,Physocarpus malvaceus
woody,Tree,S,46.24,46.24,9.167,-79.85,25.8,2640,22,Populus fremontii
woody,Tree,S,46.64,46.64,9.167,-79.85,25.8,2640,22,Populus tremuloides
woody,Shrub,S,46.66,46.66,9.167,-79.85,25.8,2640,22,Prunus virginiana
woody,Tree,C,46.66,,9.167,-79.85,25.8,2640,22,Sambucus caerulea
woody,Tree,S,47.32,47.32,9.167,-79.85,25.8,2640,22,Sorbus scopulina
woody,Tree,S,47.52,,9.167,-79.85,25.8,2640,129,Metrosideros polymorpha
woody,Tree,S,47.7,47.7,9.167,-79.85,25.8,2640,130,Metrosideros polymorpha
woody,Tree,S,48,48,9.167,-79.85,25.8,2640,131,Metrosideros polymorpha
woody,Tree,S,48.07,48.07,9.167,-79.85,25.8,2640,132,Metrosideros polymorpha
woody,Tree,S,48.49,48.49,9.167,-79.85,25.8,2640,133,Metrosideros polymorpha
woody,Tree,S,48.59,48.59,9.167,-79.85,25.8,2640,134,Metrosideros polymorpha
woody,Tree,S,48.98,48.98,9.167,-79.85,25.8,2640,136,Metrosideros polymorpha
woody,Tree,S,49.26,,9.167,-79.85,25.8,2640,137,Metrosideros polymorpha
woody,Tree,S,50.15,50.15,9.167,-79.85,25.8,2640,138,Metrosideros polymorpha
woody,Tree,S,51.12,,9.167,-79.85,25.8,2640,611,Metrosideros polymorpha
woody,Tree,S,51.38,51.38,9.167,-79.85,25.8,2640,248,Phyllocladus aspleniifolius var alpinus
woody,Tree,S,51.84,51.84,9.167,-79.85,25.8,2640,248,Halocarpus bidwillii
woody,Tree,S,51.98,51.98,9.167,-79.85,25.8,2640,249,Pinus radiata
woody,Tree,S,51.98,51.98,9.167,-79.85,25.8,2640,250,Prumnopitys taxifolia
woody,Tree,S,52.32,52.32,9.167,-79.85,25.8,2640,250,Dacrycarpus dacrydioides
woody,Tree,S,52.76,52.76,9.167,-79.85,25.8,2640,250,Podocarpus totara
woody,Tree,S,53.06,,9.167,-79.85,25.8,2640,251,Prumnopitys ferruginea
woody,Tree,S,53.06,53.06,9.167,-79.85,25.8,2640,251,Podocarpus hallii
woody,Tree,S,53.33,53.33,9.167,-79.85,25.8,2640,251,Phyllocladus aspleniifolius var alpinus
woody,Tree,S,53.49,53.49,9.167,-79.85,25.8,2640,251,Dacrydium cupressinum
woody,Tree,S,53.49,53.49,9.167,-79.85,25.8,2640,252,Dacrycarpus dacrydioides
woody,Tree,S,53.66,53.66,9.167,-79.85,25.8,2640,252,Podocarpus totara
woody,Tree,S,53.85,,9.167,-79.85,25.8,2640,125,Syzgium firmum
woody,Tree,S,54.15,,9.167,-79.85,25.8,2640,125,Syzgium makul
woody,Tree,S,54.64,,9.167,-79.85,25.8,2640,125,Syzgium operculatum
woody,Tree,S,54.64,54.64,9.167,-79.85,25.8,2640,125,Syzgium rubicundum
woody,Tree,S,56.56,56.56,9.167,-79.85,25.8,2640,5,Elmerrillia tsiampacca
woody,Tree,S,56.56,,9.167,-79.85,25.8,2640,5,Cinnamomum cf culilaban
woody,Shrub,S,56.92,56.92,9.167,-79.85,25.8,2640,5,Piper plagiophyllum
woody,Tree,S,57.68,,9.167,-79.85,25.8,2640,5,Ficus nodosa
woody,Shrub,S,57.73,,9.167,-79.85,25.8,2640,5,Pipturus argenteus
woody,Tree,S,58.11,58.11,9.167,-79.85,25.8,2640,5,Castanopsis acuminatissima
woody,Tree,C,58.42,58.42,9.167,-79.85,25.8,2640,5,Caldcluvia brassii
woody,Tree,S,59.15,59.15,9.167,-79.85,25.8,2640,5,Aleurites moluccana
woody,Tree,C,59.32,59.32,9.167,-79.85,25.8,2640,5,Melicope denhamii
woody,Tree,S,59.62,59.62,9.167,-79.85,25.8,2640,5,Cordia dichotoma
non-woody,Herb,S,60.66,,9.167,-79.85,25.8,2640,13,Lomandra filiformis
non-woody,Herb,S,60.79,60.79,9.167,-79.85,25.8,2640,13,Dianella revoluta
woody,Shrub,S,60.79,60.79,9.167,-79.85,25.8,2640,13,Xanthorrhoea glauca
woody,Shrub,S,61.96,61.96,9.167,-79.85,25.8,2640,13,Cassinia laevis
woody,Shrub,S,61.96,61.96,9.167,-79.85,25.8,2640,13,Senecio garlandii
woody,Shrub,S,62.3,62.3,9.167,-79.85,25.8,2640,13,Hibbertia sericea
woody,Shrub,S,62.53,62.53,9.167,-79.85,25.8,2640,13,Astroloma humifusum
woody,Shrub,S,62.6,,9.167,-79.85,25.8,2640,13,Brachyloma daphnoides
woody,Shrub,S,63.24,63.24,9.167,-79.85,25.8,2640,13,Lissanthe strigosa
woody,Shrub,S,63.24,63.24,9.167,-79.85,25.8,2640,13,Melichrus urceolatus
woody,Shrub,S,64.66,,9.167,-79.85,25.8,2640,13,Beyeria viscosa
woody,Shrub,S,65.82,65.82,9.167,-79.85,25.8,2640,13,Phyllanthus hirtellus
woody,Shrub,S,65.93,65.93,9.167,-79.85,25.8,2640,13,Dillwynia juniperina
woody,Shrub,S,66.66,66.66,9.167,-79.85,25.8,2640,13,Dillwynia sericea
woody,Shrub,S,67.82,67.82,9.167,-79.85,25.8,2640,13,Pultenaea foliolosa
woody,Shrub,S,68.5,,9.167,-79.85,25.8,2640,13,Pultenaea largiflorens
woody,Shrub,S,69.64,69.64,9.167,-79.85,25.8,2640,13,Acacia decora
woody,Tree,S,70.19,70.19,9.167,-79.85,25.8,2640,13,Acacia doratoxylon
woody,Shrub,S,70.99,,9.167,-79.85,25.8,2640,13,Acacia linearifolia
woody,Tree,S,71.2,71.2,9.167,-79.85,25.8,2640,13,Acacia pycnantha
woody,Shrub,S,72.82,72.82,9.167,-79.85,25.8,2640,13,Acacia verniciflua
woody,Shrub,S,74.07,74.07,9.167,-79.85,25.8,2640,13,Goodenia ovata
woody,Shrub,S,74.83,74.83,9.167,-79.85,25.8,2640,13,Prostanthera ovalifolia
woody,Shrub,S,76.2,76.2,9.167,-79.85,25.8,2640,13,Amyema miquelii
woody,Tree,S,78.38,78.38,9.167,-79.85,25.8,2640,13,Muellerina eucalyptoides
woody,Shrub,S,80.32,80.32,9.167,-79.85,25.8,2640,13,Calytrix tetragona
woody,Tree,S,80.49,80.49,9.167,-79.85,25.8,2640,13,Eucalyptus albens
woody,Tree,S,81.98,81.98,9.167,-79.85,25.8,2640,13,Eucalyptus blakelyi
woody,Tree,S,82.02,82.02,9.167,-79.85,25.8,2640,13,Eucalyptus macrorhyncha
woody,Tree,S,83.26,83.26,9.167,-79.85,25.8,2640,13,Eucalyptus microcarpa
woody,Tree,S,83.9,83.9,9.167,-79.85,25.8,2640,13,Eucalyptus polyanthemos
woody,Shrub,S,84.32,84.32,9.167,-79.85,25.8,2640,13,Grevillea floribunda
woody,Shrub,C,91.03,,9.167,-79.85,25.8,2640,13,Zieria cytisoides
woody,Shrub,S,91.64,91.64,9.167,-79.85,25.8,2640,13,Dodonaea viscosa subsp cuneata
woody,Tree,S,92.37,92.37,9.167,-79.85,25.8,2640,13,Brachychiton populneus
non-woody,Herb,S,92.62,92.62,9.167,-79.85,25.8,2640,79,Sedum album
non-woody,Herb,S,93.46,,9.167,-79.85,25.8,2640,79,Sedum reflexum
non-woody,Grass,S,93.46,93.46,9.167,-79.85,25.8,2640,79,Festuca ovina sl
non-woody,Grass,S,94.27,94.27,9.167,-79.85,25.8,2640,79,Luzula campestris
non-woody,Herb,S,96.99,96.99,9.167,-79.85,25.8,2640,79,Centaurea pratensis
non-woody,Herb,S,97.97,97.97,9.167,-79.85,25.8,2640,79,Tanacetum vulgare
woody,Shrub,S,99.27,99.27,9.167,-79.85,25.8,2640,79,Thymus pulegioides
non-woody,Herb,S,99.77,99.77,9.167,-79.85,25.8,2640,79,Plantago lanceolata
non-woody,Herb,S,100.41,100.41,9.167,-79.85,25.8,2640,79,Galium cruciata
non-woody,Herb,S,100.54,100.54,9.167,-79.85,25.8,2640,79,Achillea millefolium
non-woody,Grass,S,104.87,104.87,9.167,-79.85,25.8,2640,79,Sieglingia decumbens
non-woody,Herb,C,105.82,105.82,9.167,-79.85,25.8,2640,79,Pimpinella saxifraga
non-woody,Grass,S,105.91,105.91,9.167,-79.85,25.8,2640,79,Holocus lanatus
non-woody,Herb,S,106.95,106.95,9.167,-79.85,25.8,2640,79,Allium vineale
non-woody,Herb,C,109.53,109.53,9.167,-79.85,25.8,2640,79,Vicia sativa ssp angustifolia
non-woody,Grass,S,111.24,111.24,9.167,-79.85,25.8,2640,79,Anthoxanthum odoratum
non-woody,Herb,S,111.7,111.7,9.167,-79.85,25.8,2640,79,Rumex acetosella
non-woody,Herb,S,115.92,115.92,9.167,-79.85,25.8,2640,79,Hieracium pilosella
non-woody,Herb,S,116.15,116.15,9.167,-79.85,25.8,2640,79,Hypochaeris radicata
non-woody,Grass,S,124.08,124.08,9.167,-79.85,25.8,2640,79,Festuca rubra
non-woody,Grass,S,124.08,124.08,9.167,-79.85,25.8,2640,79,Helictotrichon pubescens
non-woody,Grass,S,125.58,125.58,9.167,-79.85,25.8,2640,79,Arrhenatherum elatius
non-woody,Herb,S,126.98,126.98,9.167,-79.85,25.8,2640,79,Rumex acetosa
non-woody,Herb,S,134.15,134.15,9.167,-79.85,25.8,2640,79,Senecio jacobaea
non-woody,Herb,S,134.89,134.89,9.167,-79.85,25.8,2640,79,Cerastium fontanum
non-woody,Herb,S,138.55,138.55,9.167,-79.85,25.8,2640,79,Veronica hederifolia
woody,Tree,C,146.63,146.63,9.167,-79.85,25.8,2640,455,Alexa imperatricis
woody,Tree,C,148.15,148.15,9.167,-79.85,25.8,2640,455,Pterocarpus rohrii
woody,Tree,C,149.03,,9.167,-79.85,25.8,2640,455,Picarania macrostachys
woody,Shrub,S,149.65,149.65,9.167,-79.85,25.8,2640,455,Couratari multiflora
woody,Tree,S,156.62,156.62,9.167,-79.85,25.8,2640,455,Ecclinusa guianensis
woody,Tree,S,158.73,158.73,9.167,-79.85,25.8,2640,455,Clarisia racemosa
woody,Tree,S,159.98,159.98,9.167,-79.85,25.8,2640,455,Ouratea sagotii
woody,Tree,S,168.24,168.24,9.167,-79.85,25.8,2640,455,Licania rufescens
woody,Tree,S,171.98,,9.167,-79.85,25.8,2640,455,Pausandra flagellorhachis
woody,Tree,S,175.1,175.1,9.167,-79.85,25.8,2640,455,Piranhea longepdenculata
woody,Tree,S,201.38,201.38,9.167,-79.85,25.8,2640,455,Goupia glabra
woody,Tree,S,206.54,206.54,9.167,-79.85,25.8,2640,455,Homalium racemosum
woody,Tree,S,207.83,207.83,9.167,-79.85,25.8,2640,455,Myrcia amazonia
woody,Tree,S,216,216,9.167,-79.85,25.8,2640,455,Eschweilera grata
woody,Tree,S,239.98,239.98,9.167,-79.85,25.8,2640,455,Eschweilera odora
woody,Tree,S,258.17,258.17,9.167,-79.85,25.8,2640,455,Lecythis davisii
woody,Tree,S,299.97,299.97,9.167,-79.85,25.8,2640,455,Amaioua guianensis
woody,Tree,S,339.38,339.38,9.167,-79.85,25.8,2640,455,Cordia viridis
woody,Tree,C,476.19,476.19,9.167,-79.85,25.8,2640,455,Sclerolobium guianense
woody,Tree,S,545.23,545.23,9.167,-79.85,25.8,2640,455,Apeiba echinata
woody,Tree,S,577.29,577.29,9.167,-79.85,25.8,2640,560,Abies nephrolepis
woody,Tree,S,599.94,599.94,9.167,-79.85,25.8,2640,560,Pinus koraiensis
woody,Tree,S,621.76,621.76,9.167,-79.85,25.8,2640,560,Acer barbinerve
woody,Tree,S,632.39,632.39,9.167,-79.85,25.8,2640,560,Acer mandshuricum
woody,Tree,S,1666.5,1666.5,9.167,-79.85,25.8,2640,560,Acer mono
woody,Tree,S,10.06,10.06,9.167,-79.85,25.8,2640,560,Acer pseudo-sieboldianum
woody,Tree,S,20.25,20.25,9.167,-79.85,25.8,2640,560,Acer tegmentosum
woody,Tree,C,30.19,30.19,9.167,-79.85,25.8,2640,560,Acer triflorum
woody,Shrub,S,60.75,60.75,9.167,-79.85,25.8,2640,560,Acanthopanax senticosus
woody,Tree,C,90.56,90.56,9.167,-79.85,25.8,2640,560,Aralia mandashriea
woody,Shrub,S,546.75,546.75,9.167,-79.85,25.8,2640,560,Berberis amurensis
woody,Tree,S,546.75,546.75,9.167,-79.85,25.8,2640,560,Betula platyphylla
woody,Shrub,S,27.33,27.33,58.3,26.7,4.8,589,560,Corylus mandshurica
woody,Shrub,S,7.72,7.72,58.3,26.7,4.8,589,560,Lonicera caerulea var edulis
woody,Shrub,S,18.43,18.43,58.3,26.7,4.8,589,560,Lonicera chrysantha
woody,Shrub,S,17.91,17.91,58.3,26.7,4.8,589,560,Lonicera praeflorens
woody,Shrub,S,9,9,58.3,26.7,4.8,589,560,Lonicera ruprechtiana
woody,Shrub,S,25.46,25.46,58.3,26.7,4.8,589,560,Viburnum burejaeticum
woody,Shrub,S,3.25,17.22,58.3,26.7,4.8,589,560,Euonymus alatus
woody,Shrub,S,9.16,29.13,58.3,26.7,4.8,589,560,Euonymus verrucosus var pauciflorus
woody,Tree,S,1.97,25.74,58.3,26.7,4.8,589,560,Quercus mongolia
woody,Tree,S,17.4,17.4,11,-63.9,23.1,1133,560,Maackia amurensis
woody,Shrub,S,10,10,11,-63.9,23.1,1133,560,Ardisia japonica
woody,Tree,C,0.1,,11,-63.9,27,1000,560,Fraxinus mandschurica
woody,Tree,S,75.1,75.1,11,-63.9,27,1000,560,Syringa reticulata var mandshurica
woody,Shrub,S,22.2,22.2,11,-63.9,23.1,1133,560,Crataegus cuneata
woody,Tree,S,11.6,11.6,11,-63.9,23.1,1133,560,Malus baccata
woody,Shrub,S,40.6,40.6,11,-63.9,27,1000,560,Prunus padus
woody,Shrub,C,150,150,11,-63.9,23.1,1133,560,Rosa davurica
woody,Tree,S,9.2,9.2,11,-63.9,27,1000,560,Sorbus alnifolia
woody,Tree,C,84,84,11,-63.9,27,1000,560,Sorbus pohuashanensis
woody,Shrub,S,91,91,11,-63.9,23.1,1133,560,Spiraea elegans
woody,Tree,S,21.6,21.6,11,-63.9,23.1,1133,560,Populus davidiana
woody,Shrub,S,16.2,16.2,11,-63.9,27,1000,560,Philadelphus schrenkii
woody,Shrub,S,16.7,16.7,11,-63.9,23.1,1133,560,Ribes komarovii
woody,Tree,S,6.7,6.7,11,-63.9,23.1,1133,560,Ribes mandshurica
woody,Tree,S,29,29,11,-63.9,23.1,1133,560,Tilia amurensis
woody,Tree,S,29,29,11,-63.9,23.1,1133,560,Ulmus laciniata
woody,Tree,S,135,135,11,-63.9,27,1000,560,Ulmus macrocarpa
woody,Tree,S,14.6,14.6,11,-63.9,27,1000,559,Picea jezoensis
woody,Tree,S,6.75,6.75,11,-63.9,27,1000,559,Abies nephrolepis
woody,Tree,S,5.2,5.2,11,-63.9,23.1,1133,559,Pinus koraiensis
woody,Tree,S,10.2,10.2,11,-63.9,23.1,1133,559,Acer barbinerve
woody,Tree,S,4.6,4.6,11,-63.9,27,1000,559,Acer mono
woody,Tree,S,30.19,30.19,11,-63.9,27,1000,559,Acer tegmentosum
woody,Tree,S,13.2,13.2,11,-63.9,23.1,1133,559,Acer ukurunduense
woody,Shrub,S,30.19,30.19,11,-63.9,27,1000,559,Berberis amurensis
woody,Tree,S,15.1,15.1,11,-63.9,23.1,1133,559,Alnus hirsuta
woody,Tree,S,36.3,36.3,11,-63.9,23.1,1133,559,Betula ermanii
woody,Shrub,S,8.9,8.9,11,-63.9,23.1,1133,559,Lonicera caerulea var edulis
woody,Shrub,S,7.7,7.7,11,-63.9,23.1,1133,559,Lonicera nigra var barbinervis
woody,Shrub,S,6.6,6.6,11,-63.9,23.1,1133,559,Lonicera ruprechtiana
woody,Shrub,S,6,,11,-63.9,23.1,1133,559,Viburnum sargentii
woody,Shrub,S,3.8,,11,-63.9,23.1,1133,559,Euonymus verrucosus var pauciflorus
woody,Shrub,S,28.7,28.7,11,-63.9,23.1,1133,559,Crataegus cuneata
woody,Tree,S,24.9,24.9,11,-63.9,27,1000,559,Malus baccata
woody,Shrub,S,30.19,30.19,11,-63.9,23.1,1133,559,Prunus padus
woody,Shrub,C,11.2,11.2,11,-63.9,23.1,1133,559,Rosa davurica
woody,Tree,S,7.4,7.4,11,-63.9,23.1,1133,559,Sorbus alnifolia
woody,Tree,C,3.2,3.2,11,-63.9,23.1,1133,559,Sorbus pohuashanensis
woody,Tree,S,12.1,12.1,11,-63.9,27,1000,559,Populus davidiana
woody,Shrub,S,13.5,13.5,11,-63.9,23.1,1133,559,Salix raddeana
woody,Shrub,S,7.9,7.9,11,-63.9,23.1,1133,559,Salix xerophila
woody,Shrub,S,9.4,9.4,11,-63.9,27,1000,559,Ribes burejense
woody,Shrub,S,9.1,9.1,11,-63.9,23.1,1133,559,Ribes komarovii
woody,Shrub,S,6.8,6.8,11,-63.9,23.1,1133,559,Ribes maximowiczianum
woody,Shrub,S,4.5,4.5,11,-63.9,27,1000,559,Daphne koreana
woody,Tree,S,37,37,11,-63.9,27,1000,559,Tilia amurensis
woody,Shrub,S,30.19,30.19,11,-63.9,23.1,1133,558,Rhododendron chrysanthum
woody,Shrub,S,29.3,29.3,11,-63.9,23.1,1133,558,Rhododendron mucronulatum
woody,Shrub,S,11.5,11.5,11,-63.9,23.1,1133,558,Rhododendron parvifolium
woody,Tree,S,11.7,11.7,11,-63.9,27,1000,558,Picea jezoensis
woody,Tree,S,6.75,6.75,11,-63.9,23.1,1133,558,Abies nephrolepis
woody,Tree,S,30.19,30.19,11,-63.9,27,1000,558,Alnus mandshurica
woody,Tree,S,32.6,32.6,11,-63.9,23.1,1133,558,Betula ermanii
woody,Shrub,S,16.4,16.4,11,-63.9,23.1,1133,558,Lonicera caerulea var edulis
woody,Shrub,S,30.19,30.19,11,-63.9,27,1000,558,Arctous ruber
woody,Shrub,S,42.1,42.1,11,-63.9,23.1,1133,558,Vaccinium uliginosum
woody,Shrub,S,28.9,28.9,11,-63.9,23.1,1133,558,Vaccinium vitisidaea
woody,Shrub,C,16.5,16.5,11,-63.9,23.1,1133,558,Rosa davurica
woody,Tree,S,11.3,11.3,11,-63.9,23.1,1133,558,Salix matsudana
woody,Shrub,S,12.4,12.4,11,-63.9,23.1,1133,558,Salix xerophila
woody,Tree,S,14.5,14.5,11,-63.9,23.1,1133,561,Quercus fabri
woody,Tree,S,30.19,,11,-63.9,27,1000,561,Quercus variabilis
woody,Tree,S,20.3,,11,-63.9,23.1,1133,561,Liquidambar formosana
woody,Tree,S,7.6,,11,-63.9,23.1,1133,561,Firmiana simplex
woody,Tree,C,8.1,8.1,11,-63.9,27,1000,561,Platycarya strobilacea
woody,Tree,S,18,18,11,-63.9,23.1,1133,561,Broussonetia papyrifera
woody,Shrub,S,8.6,8.6,11,-63.9,27,1000,561,Acer buergerianum
woody,Shrub,S,,117.5,35.68,-83.5,13.8,1374,561,Acer ginnala
woody,Shrub,C,105.1,105.1,35.68,-83.5,13.8,1374,561,Pistacia chinensis
woody,Shrub,S,56.6,56.6,35.68,-83.5,13.8,1374,561,Diospyros lotus
woody,Shrub,S,53.2,53.2,35.68,-83.5,13.8,1374,561,Securinega suffruticosa
woody,Shrub,S,55.7,55.7,35.68,-83.5,13.8,1374,561,Lindera formosana
woody,Shrub,S,,333.5,35.68,-83.5,13.8,1374,561,Lindera angustifolia
woody,Shrub,S,18,18,35.68,-83.5,13.8,1374,561,Lindera glauca
woody,Shrub,C,,626.7,35.68,-83.5,13.8,1374,561,Dalbergia hupeana
woody,Liana,C,117.1,117.1,35.68,-83.5,13.8,1374,561,Pueraria lobata
woody,Liana,C,33.4,33.4,35.68,-83.5,13.8,1374,561,Wisteria sinensis
woody,Shrub,S,35,35,35.68,-83.5,13.8,1374,561,Smilax china
woody,Shrub,S,8.9,8.9,35.68,-83.5,13.8,1374,561,Cudrania tricuspidata
woody,Shrub,S,14.2,14.2,35.68,-83.5,13.8,1374,561,Morus alba
woody,Shrub,S,,102.1,35.68,-83.5,13.8,1374,561,Ligustrum lucidum var latifolium
woody,Shrub,S,,409,35.68,-83.5,13.8,1374,561,Ligustrum quihoui
woody,Shrub,S,,145.5,35.68,-83.5,13.8,1374,561,Rhamnus crenata
woody,Shrub,C,,381.5,35.68,-83.5,13.8,1374,561,Rosa multiflora
woody,Shrub,C,77.7,77.7,35.68,-83.5,13.8,1374,561,Rubus parvifolius
woody,Shrub,S,10.8,10.8,35.68,-83.5,13.8,1374,561,Symplocos paniculata
woody,Shrub,S,39.6,39.6,35.68,-83.5,13.8,1374,562,Grewia biloba var parviflora
woody,Shrub,S,33.3,33.3,35.68,-83.5,13.8,1374,562,Celtis sinensis
